event_id,user_id,mode,game_name,learning_time_ms,number_range,start,end,skill_id,type
7803,212,NORMAL,Landing,6058.0,R20,2020-11-30T08:05:46.643Z,2020-11-30T08:08:26.480Z,50.0,task
7804,212,NORMAL,Landing,6063.0,R20,2020-12-01T08:26:29.778Z,2020-12-01T08:26:43.027Z,49.0,task
7806,212,NORMAL,Landing,6061.0,R20,2020-12-03T08:11:55.472Z,2020-12-03T08:12:05.910Z,49.0,task
7807,212,NORMAL,Landing,6043.0,R20,2020-12-07T07:29:51.759Z,2020-12-07T07:30:00.779Z,48.0,task
7809,212,NORMAL,Landing,6062.0,R20,2020-12-08T07:48:27.925Z,2020-12-08T07:48:37.775Z,50.0,task
7810,212,NORMAL,Landing,6051.0,R20,2020-12-08T07:51:41.204Z,2020-12-08T07:51:49.836Z,49.0,task
7811,212,NORMAL,Landing,6067.0,R20,2020-12-09T07:31:32.251Z,2020-12-09T07:31:53.439Z,50.0,task
7813,212,NORMAL,Landing,6077.0,R20,2020-12-10T11:57:21.278Z,2020-12-10T11:57:29.033Z,49.0,task
7814,212,NORMAL,Landing,6064.0,R20,2020-12-11T07:50:32.409Z,2020-12-11T07:50:40.104Z,49.0,task
7816,212,NORMAL,Landing,7305.0,R20,2020-12-14T07:31:33.742Z,2020-12-14T07:31:43.545Z,51.0,task
7818,212,END_OF_NR,Landing,6054.0,R20,2020-12-17T09:49:12.800Z,2020-12-17T09:49:24.515Z,49.0,task
7819,212,END_OF_NR,Landing,6112.0,R20,2021-01-04T11:23:14.267Z,2021-01-04T11:23:55.385Z,50.0,task
7820,212,END_OF_NR,Comparison,1584.0,R20,2021-01-06T12:20:24.307Z,2021-01-06T12:20:35.940Z,33.0,task
7821,212,END_OF_NR,Comparison,1185.0,R20,2021-01-07T10:30:16.308Z,2021-01-07T10:30:20.545Z,33.0,task
7822,212,END_OF_NR,Conversion,12802.0,R20,2021-01-11T10:48:45.970Z,2021-01-11T10:49:00.229Z,35.0,task
7824,212,END_OF_NR,Landing,6066.0,R20,2021-01-12T10:25:05.046Z,2021-01-12T10:25:12.616Z,49.0,task
7825,212,END_OF_NR,Conversion,13487.0,R20,2021-01-13T10:18:02.410Z,2021-01-13T10:18:16.086Z,38.0,task
7826,212,NORMAL,Calculator,13260.0,R20,2021-01-13T10:34:56.077Z,2021-01-13T10:35:04.482Z,61.0,task
7827,212,END_OF_NR,Conversion,7430.0,R20,2021-01-14T11:23:44.416Z,2021-01-14T11:23:52.017Z,38.0,task
7828,212,END_OF_NR,Distance,21237.0,R20,2021-01-18T11:47:50.711Z,2021-01-18T11:48:44.391Z,45.0,task
7829,212,NORMAL,Landing,6078.0,R100,2021-01-20T10:32:46.981Z,2021-01-20T10:32:54.833Z,108.0,task
7831,212,NORMAL,Landing,6052.0,R100,2021-01-20T10:42:05.757Z,2021-01-20T10:42:15.919Z,109.0,task
7832,212,NORMAL,Landing,6052.0,R100,2021-01-20T10:43:16.176Z,2021-01-20T10:43:24.974Z,109.0,task
7834,212,NORMAL,Landing,7655.0,R100,2021-01-22T10:24:12.184Z,2021-01-22T10:25:28.517Z,110.0,task
7835,212,NORMAL,Landing,7454.0,R100,2021-01-25T10:19:27.655Z,2021-01-25T10:19:37.098Z,110.0,task
7836,212,END_OF_NR,Landing,8880.0,R100,2021-01-27T10:07:06Z,2021-01-27T10:07:16.166Z,111.0,task
7837,212,NORMAL,Calculator,19025.0,R100,2021-01-27T10:18:39.111Z,2021-01-27T10:18:58.005Z,132.0,task
7838,212,END_OF_NR,Conversion,10098.0,R100,2021-01-28T10:12:43.054Z,2021-01-28T10:12:53.430Z,99.0,task
7839,212,END_OF_NR,Estimation,1704.0,R100,2021-02-01T10:29:15.471Z,2021-02-01T10:30:18.828Z,95.0,task
7840,212,END_OF_NR,Order,3266.0,R100,2021-02-01T10:43:12.411Z,2021-02-01T10:43:15.911Z,106.0,task
7841,212,END_OF_NR,Landing,6198.0,R100,2021-02-02T10:00:03.008Z,2021-02-02T10:00:11.590Z,112.0,task
7842,212,END_OF_NR,Conversion,4044.0,R100,2021-02-03T09:47:32.845Z,2021-02-03T09:47:37.082Z,97.0,task
7843,212,END_OF_NR,Landing,6064.0,R100,2021-02-05T10:15:41.669Z,2021-02-05T10:16:25.573Z,108.0,task
7845,212,END_OF_NR,Landing,6080.0,R100,2021-02-10T12:20:01.299Z,2021-02-10T12:20:08.997Z,108.0,task
7846,212,END_OF_NR,Distance,77743.0,R100,2021-02-12T10:18:23.948Z,2021-02-12T10:19:46.573Z,105.0,task
7847,212,END_OF_NR,Landing,7440.0,R100,2021-02-15T10:42:21.309Z,2021-02-15T10:42:29.957Z,111.0,task
7849,212,END_OF_NR,Comparison,899.0,R100,2021-02-15T11:54:57.484Z,2021-02-15T11:55:00.773Z,103.0,task
7852,212,END_OF_NR,Landing,7717.0,R100,2021-02-16T11:53:57.341Z,2021-02-16T12:03:47.477Z,110.0,task
7853,212,END_OF_NR,Comparison,933.0,R100,2021-02-17T08:14:20.222Z,2021-02-17T08:14:22.463Z,103.0,task
7854,212,END_OF_NR,Conversion,18829.0,R100,2021-02-17T08:20:41.409Z,2021-02-17T08:23:01.989Z,99.0,task
7855,212,NORMAL,Calculator,30253.0,R100,2021-02-17T08:31:14.559Z,2021-02-17T08:31:45.024Z,133.0,task
7856,212,NORMAL,Scale: Subtraction,9418.0,R100,2021-02-17T12:09:47.933Z,2021-02-17T12:10:00.878Z,128.0,task
7857,212,END_OF_NR,Estimation on Number Line,3297.0,R100,2021-02-18T08:08:06.793Z,2021-02-18T08:08:51.101Z,100.0,task
7858,212,NORMAL,Scale: Subtraction,30239.0,R100,2021-02-18T08:38:46.613Z,2021-02-18T08:48:35.293Z,128.0,task
7859,212,NORMAL,Distribution,19731.0,R20,2021-02-18T10:34:40.109Z,2021-02-18T10:34:59.929Z,82.0,task
7860,212,END_OF_NR,Secret Number,57950.0,R100,2021-02-19T08:21:58.260Z,2021-02-19T08:23:46.146Z,107.0,task
7861,212,END_OF_NR,Landing,6076.0,R100,2021-03-01T08:28:37.541Z,2021-03-01T08:28:51.024Z,108.0,task
7862,212,END_OF_NR,Landing,7222.0,R100,2021-03-04T07:59:41.913Z,2021-03-04T07:59:50.737Z,111.0,task
7864,212,END_OF_NR,Distance,14750.0,R100,2021-03-05T08:15:11.733Z,2021-03-05T08:15:26.664Z,105.0,task
7865,212,END_OF_NR,Conversion,36960.0,R100,2021-03-10T10:42:31.077Z,2021-03-10T10:43:34.822Z,98.0,task
7867,212,END_OF_NR,Landing,6145.0,R100,2021-03-11T07:51:56.236Z,2021-03-11T07:52:03.925Z,108.0,task
7868,212,END_OF_NR,Estimation,2501.0,R100,2021-03-12T11:57:54.923Z,2021-03-12T11:57:59.543Z,95.0,task
7869,212,END_OF_NR,Secret Number,165363.0,R100,2021-03-17T07:39:31.369Z,2021-03-17T07:42:18.595Z,107.0,task
7870,212,NORMAL,Calculator,19316.0,R100,2021-03-17T10:43:02.131Z,2021-03-17T10:43:21.778Z,126.0,task
7871,212,NORMAL,Distribution,20837.0,R20,2021-03-17T12:04:49.098Z,2021-03-17T12:05:09.968Z,82.0,task
7872,212,END_OF_NR,Landing,6068.0,R100,2021-03-18T08:14:44.029Z,2021-03-18T08:14:52.372Z,112.0,task
7873,212,END_OF_NR,Comparison,784.0,R100,2021-03-19T07:38:18.709Z,2021-03-19T07:38:21.622Z,94.0,task
7874,212,NORMAL,Calculator,12682.0,R100,2021-03-19T08:29:54.201Z,2021-03-19T08:30:07.082Z,126.0,task
7875,212,NORMAL,Distribution,47946.0,R20,2021-03-19T10:30:59.681Z,2021-03-19T10:33:01.742Z,82.0,task
7876,212,END_OF_NR,Estimation on Number Line,1149.0,R100,2021-03-22T07:34:20.563Z,2021-03-22T07:34:21.925Z,100.0,task
7877,212,NORMAL,Calculator,7750.0,R100,2021-03-22T12:14:19.492Z,2021-03-22T12:14:44.350Z,126.0,task
7878,212,END_OF_NR,Landing,6076.0,R100,2021-03-23T07:45:34.332Z,2021-03-23T07:45:44.131Z,108.0,task
7880,212,END_OF_NR,Landing,6099.0,R100,2021-03-29T06:50:11.889Z,2021-03-29T06:50:32.231Z,108.0,task
7881,212,END_OF_NR,Estimation on Number Line,2452.0,R100,2021-03-29T07:13:38.017Z,2021-03-29T07:13:40.672Z,100.0,task
7882,212,NORMAL,Calculator,18617.0,R100,2021-03-29T11:13:17.665Z,2021-03-29T11:13:42.115Z,126.0,task
7883,212,END_OF_NR,Comparison,1032.0,R100,2021-03-30T06:50:57.161Z,2021-03-30T06:50:59.537Z,103.0,task
7884,212,END_OF_NR,Secret Number,60349.0,R100,2021-03-31T06:39:29.908Z,2021-03-31T06:40:30.460Z,107.0,task
7885,212,END_OF_NR,Estimation,2051.0,R100,2021-04-01T06:59:02.068Z,2021-04-01T06:59:05.093Z,95.0,task
7886,212,END_OF_NR,Distance,19119.0,R100,2021-04-07T07:24:04.599Z,2021-04-07T07:24:24.015Z,105.0,task
7888,212,END_OF_NR,Estimation,1601.0,R100,2021-04-07T11:11:20.959Z,2021-04-07T11:11:23.800Z,95.0,task
7889,212,END_OF_NR,Landing,6076.0,R100,2021-04-08T07:25:02.059Z,2021-04-08T07:25:24.505Z,109.0,task
7891,212,END_OF_NR,Landing,7094.0,R100,2021-04-08T12:00:20.822Z,2021-04-08T12:00:28.838Z,110.0,task
7892,212,END_OF_NR,Estimation on Number Line,2039.0,R100,2021-04-09T06:59:36.284Z,2021-04-09T06:59:38.611Z,100.0,task
7895,212,NORMAL,Plus-minus,228668.0,R100,2021-04-09T11:06:59.219Z,2021-04-09T11:14:46.839Z,131.0,task
7896,212,END_OF_NR,Conversion,108708.0,R100,2021-04-12T11:15:14.864Z,2021-04-12T11:17:45.854Z,99.0,task
7897,212,END_OF_NR,Distance,10128.0,R100,2021-04-13T06:42:51.396Z,2021-04-13T06:43:01.707Z,105.0,task
7898,212,NORMAL,Plus-minus,73778.0,R100,2021-04-13T06:53:08.100Z,2021-04-13T06:54:22.071Z,131.0,task
7899,212,END_OF_NR,Landing,7228.0,R100,2021-04-14T07:00:05.958Z,2021-04-14T07:00:14.315Z,111.0,task
7901,212,END_OF_NR,Estimation on Number Line,1571.0,R100,2021-04-15T07:11:46.272Z,2021-04-15T07:11:48.030Z,100.0,task
7903,212,END_OF_NR,Order,5676.0,R100,2021-04-16T07:11:40.351Z,2021-04-16T07:12:02.274Z,106.0,task
7904,212,NORMAL,Calculator,4249.0,R100,2021-04-16T09:28:44.185Z,2021-04-16T09:28:48.604Z,122.0,task
7905,212,NORMAL,Jump backwards,59545.0,R20,2021-04-16T10:57:32.835Z,2021-04-16T11:01:17.588Z,84.0,task
7906,212,END_OF_NR,Landing,6083.0,R100,2021-04-19T07:13:58.332Z,2021-04-19T07:14:06.533Z,112.0,task
7907,212,NORMAL,Calculator,137372.0,R100,2021-04-19T07:21:03.725Z,2021-04-19T07:24:08.175Z,122.0,task
7909,212,NORMAL,Plus-minus,134238.0,R100,2021-04-19T11:06:32.967Z,2021-04-19T11:14:16.696Z,131.0,task
7910,212,END_OF_NR,Secret Number,80845.0,R100,2021-04-21T09:32:20.294Z,2021-04-21T09:33:43.138Z,107.0,task
7913,212,END_OF_NR,Estimation on Number Line,1655.0,R100,2021-04-22T09:06:21.079Z,2021-04-22T09:06:23.282Z,100.0,task
7915,212,NORMAL,Plus-minus,60725.0,R100,2021-04-22T11:21:18.161Z,2021-04-22T11:22:28.606Z,131.0,task
7916,212,END_OF_NR,Distance,4901.0,R100,2021-05-11T09:16:54.114Z,2021-05-11T09:16:59.230Z,104.0,task
7917,212,END_OF_NR,Conversion,8169.0,R100,2021-05-12T09:28:14.294Z,2021-05-12T09:28:22.659Z,97.0,task
7918,212,NORMAL,Jump backwards,72629.0,R20,2021-05-12T10:59:57.866Z,2021-05-12T11:01:14.305Z,84.0,task
7919,212,END_OF_NR,Landing,6069.0,R100,2021-05-17T09:34:24.467Z,2021-05-17T09:34:32.516Z,108.0,task
7920,212,END_OF_NR,Comparison,701.0,R100,2021-05-18T09:36:02.420Z,2021-05-18T09:36:04.283Z,94.0,task
7921,212,END_OF_NR,Landing,6064.0,R100,2021-05-19T09:13:27.104Z,2021-05-19T09:13:34.594Z,109.0,task
7922,212,NORMAL,Distribution,44211.0,R20,2021-05-19T10:51:38.254Z,2021-05-19T10:52:22.524Z,82.0,task
7923,212,END_OF_NR,Distance,5815.0,R100,2021-05-20T09:06:59.443Z,2021-05-20T09:07:05.460Z,104.0,task
7924,212,NORMAL,Distribution,16237.0,R20,2021-05-20T09:29:15.706Z,2021-05-20T09:29:32.049Z,82.0,task
7925,212,NORMAL,Shelf: Jump Ahead,19885.0,R20,2021-05-20T09:33:22.521Z,2021-05-20T09:33:42.502Z,83.0,task
7926,212,END_OF_NR,Conversion,9730.0,R100,2021-05-21T06:32:56.224Z,2021-05-21T06:33:06.119Z,99.0,task
7928,212,NORMAL,Plus-minus,48187.0,R100,2021-05-21T09:16:05.723Z,2021-05-21T09:16:54.112Z,131.0,task
7930,212,END_OF_NR,Distance,12217.0,R100,2021-05-25T09:04:27.044Z,2021-05-25T09:04:39.481Z,105.0,task
7931,212,END_OF_NR,Secret Number,186128.0,R100,2021-05-26T09:00:48.497Z,2021-05-26T09:05:26.008Z,107.0,task
7932,212,NORMAL,Calculator,3679.0,R100,2021-05-26T09:36:17.210Z,2021-05-26T09:36:21.098Z,122.0,task
7934,212,END_OF_NR,Landing,6083.0,R100,2021-05-27T09:15:10.384Z,2021-05-27T09:15:19.297Z,112.0,task
7935,212,END_OF_NR,Comparison,780.0,R100,2021-05-27T09:19:36.285Z,2021-05-27T09:19:38.043Z,103.0,task
7936,212,NORMAL,Calculator: Division,27868.0,R20,2021-05-27T11:04:00.086Z,2021-05-27T11:09:06.376Z,86.0,task
7937,212,END_OF_NR,Conversion,1881.0,R100,2021-05-28T09:19:48.434Z,2021-05-28T09:19:50.517Z,98.0,task
7938,212,NORMAL,Plus-minus,86891.0,R100,2021-05-28T09:30:21.745Z,2021-05-28T09:32:08.649Z,131.0,task
7940,212,NORMAL,Calculator: Division,6611.0,R20,2021-05-28T10:57:31.176Z,2021-05-28T10:57:37.820Z,88.0,task
7941,212,END_OF_NR,Conversion,8584.0,R100,2021-05-31T09:06:37.923Z,2021-05-31T09:06:46.714Z,99.0,task
7943,212,NORMAL,Plus-minus,77422.0,R100,2021-05-31T09:34:56.469Z,2021-05-31T09:36:14.119Z,131.0,task
7944,212,NORMAL,Calculator: Division,4696.0,R20,2021-05-31T10:57:09.194Z,2021-05-31T10:57:13.975Z,90.0,task
7945,212,END_OF_NR,Comparison,1017.0,R100,2021-06-01T10:48:37.633Z,2021-06-01T10:48:40.050Z,103.0,task
7946,212,NORMAL,Calculator: Multiplication with ?,17541.0,R20,2021-06-01T11:16:20.682Z,2021-06-01T11:16:38.313Z,91.0,task
7947,212,END_OF_NR,Secret Number,73401.0,R100,2021-06-02T09:07:54.644Z,2021-06-02T09:09:08.252Z,107.0,task
7948,212,NORMAL,Plus-minus,71320.0,R100,2021-06-02T09:42:56.275Z,2021-06-02T09:44:07.847Z,131.0,task
7950,212,END_OF_NR,Landing,6068.0,R100,2021-06-03T09:35:16.729Z,2021-06-03T09:35:26.301Z,112.0,task
7957,212,NORMAL,Plus-minus,55353.0,R100,2021-06-03T10:57:00.108Z,2021-06-03T10:57:52.240Z,131.0,task
7958,212,END_OF_NR,Conversion,2114.0,R100,2021-06-04T09:15:53.852Z,2021-06-04T09:15:56.112Z,98.0,task
7961,212,END_OF_NR,Estimation on Number Line,3793.0,R100,2021-06-04T09:40:57.652Z,2021-06-04T09:41:01.655Z,100.0,task
7962,212,END_OF_NR,Conversion,12050.0,R100,2021-06-07T09:25:27.260Z,2021-06-07T09:25:39.526Z,98.0,task
7963,212,NORMAL,Plus-minus,39268.0,R100,2021-06-07T11:10:21.519Z,2021-06-07T11:11:00.981Z,131.0,task
7964,212,END_OF_NR,Landing,6062.0,R100,2021-06-08T09:07:21.290Z,2021-06-08T09:07:28.316Z,112.0,task
7965,212,NORMAL,Plus-minus,46501.0,R100,2021-06-08T09:15:49.145Z,2021-06-08T09:16:35.854Z,131.0,task
7966,212,NORMAL,Scale: Subtraction,6406.0,R100,2021-06-08T09:18:53.774Z,2021-06-08T09:19:00.337Z,128.0,task
7968,212,END_OF_NR,Landing,6057.0,R100,2021-06-08T16:24:00.011Z,2021-06-08T16:24:09.477Z,112.0,task
7971,212,END_OF_NR,Estimation on Number Line,2076.0,R100,2021-06-09T09:34:24.270Z,2021-06-09T09:34:26.653Z,100.0,task
7973,212,END_OF_NR,Landing,6084.0,R100,2021-06-10T09:11:55.947Z,2021-06-10T09:12:04.425Z,112.0,task
7974,212,,,,,2021-06-10T09:35:43.013Z,2021-06-10T09:35:44.616Z,,ATTENTION_BOOSTER
7976,212,END_OF_NR,Estimation on Number Line,7244.0,R100,2021-06-11T09:22:33.965Z,2021-06-11T09:22:57.644Z,100.0,task
7977,212,END_OF_NR,Landing,6085.0,R100,2021-06-14T09:11:41.069Z,2021-06-14T09:11:49.733Z,109.0,task
7978,212,NORMAL,Plus-minus,45619.0,R100,2021-06-14T11:00:23.579Z,2021-06-14T11:01:09.407Z,131.0,task
7979,212,END_OF_NR,Comparison,967.0,R100,2021-06-16T09:07:29.452Z,2021-06-16T09:07:31.241Z,103.0,task
7982,212,END_OF_NR,Conversion,8784.0,R100,2021-06-17T09:00:13.601Z,2021-06-17T09:00:22.581Z,99.0,task
7983,212,NORMAL,Plus-minus,49869.0,R100,2021-06-17T09:50:09.466Z,2021-06-17T09:50:59.549Z,131.0,task
7984,212,NORMAL,Plus-minus,179798.0,R100,2021-06-17T11:00:48.139Z,2021-06-17T11:04:10.674Z,131.0,task
7985,212,END_OF_NR,Distance,4995.0,R100,2021-06-18T09:37:05.221Z,2021-06-18T09:37:10.395Z,104.0,task
7986,212,END_OF_NR,Distance,21981.0,R100,2021-06-18T09:41:13.123Z,2021-06-18T09:41:35.326Z,105.0,task
7987,212,END_OF_NR,Conversion,3631.0,R100,2021-06-21T09:04:09.208Z,2021-06-21T09:04:13.233Z,98.0,task
7988,212,NORMAL,Plus-minus,79540.0,R100,2021-06-21T11:06:30.649Z,2021-06-21T11:07:50.391Z,131.0,task
7989,212,END_OF_NR,Landing,6071.0,R100,2021-06-22T09:07:54.620Z,2021-06-22T09:08:02.497Z,108.0,task
7990,212,END_OF_NR,Secret Number,44924.0,R100,2021-06-23T09:04:02.280Z,2021-06-23T09:04:47.367Z,107.0,task
7992,212,END_OF_NR,Estimation,2066.0,R100,2021-06-24T09:24:13.044Z,2021-06-24T09:24:16.102Z,95.0,task
7993,212,NORMAL,Plus-minus,108773.0,R100,2021-06-24T11:00:56.885Z,2021-06-24T11:03:16.023Z,131.0,task
7994,212,END_OF_NR,Landing,6064.0,R100,2021-06-28T09:26:32.992Z,2021-06-28T09:26:40.354Z,109.0,task
7995,212,END_OF_NR,Landing,6064.0,R100,2021-06-29T09:08:44.314Z,2021-06-29T09:08:51.195Z,109.0,task
7996,212,END_OF_NR,Conversion,70754.0,R100,2021-07-01T07:12:54.447Z,2021-07-01T07:14:37.340Z,99.0,task
7998,212,NORMAL,Plus-minus,52369.0,R100,2021-07-01T09:23:35.674Z,2021-07-01T09:24:28.255Z,131.0,task
8000,212,END_OF_NR,Conversion,2875.0,R100,2021-07-05T09:33:01.516Z,2021-07-05T09:33:04.595Z,98.0,task
8001,212,END_OF_NR,Conversion,3163.0,R100,2021-07-06T08:50:31.735Z,2021-07-06T08:50:35.135Z,98.0,task
8002,212,END_OF_NR,Shelf: given height,13733.0,R20,2021-07-06T09:25:15.483Z,2021-07-06T09:25:29.323Z,74.0,task
8003,212,NORMAL,Plus-minus,59349.0,R100,2021-07-06T14:46:20.223Z,2021-07-06T14:48:02.027Z,131.0,task
8005,212,NORMAL,Plus-minus,49478.0,R100,2021-07-06T15:51:19.089Z,2021-07-06T15:52:26.865Z,131.0,task
8006,212,END_OF_NR,Conversion,6680.0,R100,2021-07-07T06:41:54.274Z,2021-07-07T06:42:01.143Z,98.0,task
8008,212,END_OF_NR,Comparison,1851.0,R100,2021-09-09T07:52:48.812Z,2021-09-09T07:52:51.606Z,103.0,task
8009,212,END_OF_NR,Landing,7181.0,R100,2021-09-23T07:53:45.864Z,2021-09-23T07:53:54.764Z,111.0,task
8010,212,END_OF_NR,Landing,6058.0,R100,2021-09-27T07:42:41.146Z,2021-09-27T07:42:50.729Z,112.0,task
8012,212,END_OF_NR,Distance,4173.0,R100,2021-09-28T07:28:37.795Z,2021-09-28T07:28:42.151Z,104.0,task
8013,212,END_OF_NR,Landing,6081.0,R100,2021-09-29T08:00:35.410Z,2021-09-29T08:00:42.385Z,112.0,task
8014,212,END_OF_NR,Conversion,7261.0,R100,2021-09-30T07:41:23.641Z,2021-09-30T07:41:31.081Z,98.0,task
8015,212,END_OF_NR,Estimation,1434.0,R100,2021-10-05T07:37:29.568Z,2021-10-05T07:37:31.816Z,95.0,task
8016,212,END_OF_NR,Conversion,5617.0,R100,2021-10-08T07:25:51.861Z,2021-10-08T07:25:57.655Z,98.0,task
8017,212,END_OF_NR,Secret Number,21926.0,R100,2021-10-11T07:29:03.009Z,2021-10-11T07:29:25.081Z,107.0,task
8018,212,END_OF_NR,Landing,7645.0,R100,2021-10-13T07:42:45.286Z,2021-10-13T07:42:53.879Z,111.0,task
8019,212,END_OF_NR,Landing,7612.0,R100,2021-10-14T07:40:10.591Z,2021-10-14T07:40:19.538Z,111.0,task
8020,212,END_OF_NR,Distance,7251.0,R100,2021-10-15T07:40:02.574Z,2021-10-15T07:40:10.010Z,105.0,task
8021,212,END_OF_NR,Order,2714.0,R100,2021-10-25T07:59:54.072Z,2021-10-25T07:59:57.824Z,106.0,task
8022,212,END_OF_NR,Comparison,513.0,R100,2021-10-28T07:18:25.624Z,2021-10-28T07:18:35.859Z,103.0,task
8023,212,END_OF_NR,Conversion,3450.0,R100,2021-10-28T07:33:07.980Z,2021-10-28T07:33:11.585Z,98.0,task
8024,212,END_OF_NR,Comparison,802.0,R100,2021-10-28T07:34:44.773Z,2021-10-28T07:34:55.327Z,94.0,task
8025,212,END_OF_NR,Landing,6085.0,R100,2021-10-29T07:15:27.670Z,2021-10-29T07:15:34.417Z,112.0,task
8026,212,END_OF_NR,Secret Number,102972.0,R100,2021-11-03T08:40:13.344Z,2021-11-03T08:41:59.511Z,107.0,task
8027,212,END_OF_NR,Secret Number,35171.0,R100,2021-11-05T08:39:34.674Z,2021-11-05T08:40:10.040Z,107.0,task
8028,212,END_OF_NR,Landing,6063.0,R100,2021-11-08T08:21:25.181Z,2021-11-08T08:21:34.403Z,109.0,task
8029,212,END_OF_NR,Landing,7374.0,R100,2021-11-10T08:35:58.208Z,2021-11-10T08:36:06.355Z,110.0,task
8030,212,END_OF_NR,Conversion,3949.0,R100,2021-11-10T09:08:34.191Z,2021-11-10T09:08:38.243Z,98.0,task
8032,212,END_OF_NR,Distance,5673.0,R100,2021-11-11T08:33:50.006Z,2021-11-11T08:33:55.833Z,105.0,task
8033,212,NORMAL,Plus-minus,24417.0,R100,2021-11-11T08:58:40.089Z,2021-11-11T08:59:04.723Z,131.0,task
8034,212,END_OF_NR,Estimation on Number Line,1567.0,R100,2021-11-12T08:41:54.420Z,2021-11-12T08:41:56.242Z,100.0,task
8036,212,END_OF_NR,Comparison,2770.0,R100,2021-11-15T08:16:59.410Z,2021-11-15T08:17:18.540Z,94.0,task
8037,212,NORMAL,Plus-minus,111966.0,R100,2021-11-15T08:27:43.229Z,2021-11-15T08:30:23.899Z,131.0,task
8038,212,NORMAL,Plus-minus,189547.0,R100,2021-11-15T08:48:24.712Z,2021-11-15T08:52:45.946Z,131.0,task
8039,212,END_OF_NR,Landing,7461.0,R100,2021-11-16T08:26:50.278Z,2021-11-16T08:26:58.441Z,111.0,task
8040,212,END_OF_NR,Estimation on Number Line,1546.0,R100,2021-11-17T08:14:39.630Z,2021-11-17T08:14:41.356Z,100.0,task
8041,212,NORMAL,Plus-minus,172897.0,R100,2021-11-17T08:47:35.778Z,2021-11-17T08:52:32.572Z,131.0,task
8042,212,END_OF_NR,Landing,7592.0,R100,2021-11-18T08:11:20.212Z,2021-11-18T08:11:28.809Z,111.0,task
8043,212,END_OF_NR,Estimation,1250.0,R100,2021-11-19T08:32:45.964Z,2021-11-19T08:32:48.309Z,95.0,task
8044,212,END_OF_NR,Estimation,1650.0,R100,2021-11-23T08:17:08.168Z,2021-11-23T08:17:09.995Z,95.0,task
8045,212,END_OF_NR,Order,2362.0,R100,2021-11-24T08:40:00.991Z,2021-11-24T08:40:03.532Z,106.0,task
8046,212,END_OF_NR,Landing,7367.0,R100,2021-11-25T08:11:15.007Z,2021-11-25T08:11:23.894Z,111.0,task
8048,212,END_OF_NR,Comparison,782.0,R100,2021-11-26T08:48:20.630Z,2021-11-26T08:48:23.861Z,94.0,task
8049,212,END_OF_NR,Order,2098.0,R100,2021-11-29T08:17:08.284Z,2021-11-29T08:17:10.562Z,106.0,task
8051,212,END_OF_NR,Landing,7119.0,R100,2021-11-30T08:37:38.131Z,2021-11-30T08:37:46.217Z,111.0,task
8052,212,END_OF_NR,Comparison,1067.0,R100,2021-12-01T08:18:24.580Z,2021-12-01T08:18:27.262Z,103.0,task
8053,212,NORMAL,Plus-minus,116660.0,R100,2021-12-01T08:45:44.715Z,2021-12-01T08:47:43.251Z,131.0,task
8054,212,END_OF_NR,Conversion,3716.0,R100,2021-12-02T08:21:29.735Z,2021-12-02T08:21:33.626Z,97.0,task
8055,212,END_OF_NR,Order,2289.0,R100,2021-12-06T08:51:42.713Z,2021-12-06T08:51:45.193Z,106.0,task
8056,212,NORMAL,Plus-minus,48935.0,R100,2021-12-06T11:58:15.406Z,2021-12-06T11:59:04.508Z,131.0,task
8057,212,END_OF_NR,Comparison,766.0,R100,2021-12-08T08:26:07.382Z,2021-12-08T08:26:09.502Z,103.0,task
8058,212,END_OF_NR,Comparison,817.0,R100,2021-12-09T08:26:23.693Z,2021-12-09T08:26:26.264Z,103.0,task
8059,212,END_OF_NR,Conversion,3185.0,R100,2021-12-10T08:52:51.150Z,2021-12-10T08:52:54.525Z,98.0,task
8060,212,NORMAL,Plus-minus,39999.0,R100,2021-12-10T11:55:41.853Z,2021-12-10T11:56:22.034Z,131.0,task
8061,212,END_OF_NR,Landing,6074.0,R100,2021-12-13T08:55:39.868Z,2021-12-13T08:55:46.919Z,108.0,task
8062,212,END_OF_NR,Landing,7295.0,R100,2021-12-14T08:57:38.864Z,2021-12-14T08:58:05.556Z,110.0,task
8063,212,END_OF_NR,Conversion,2182.0,R100,2021-12-15T08:50:54.346Z,2021-12-15T08:50:56.688Z,98.0,task
8064,212,NORMAL,Plus-minus,63728.0,R100,2021-12-15T10:41:12.453Z,2021-12-15T10:42:16.337Z,131.0,task
8065,212,NORMAL,Plus-minus,199988.0,R100,2021-12-15T11:59:50.724Z,2021-12-15T12:03:10.862Z,131.0,task
8067,212,END_OF_NR,Secret Number,36758.0,R100,2021-12-16T08:39:01.879Z,2021-12-16T08:39:38.787Z,107.0,task
8068,212,END_OF_NR,Conversion,3136.0,R100,2022-01-11T10:54:29.296Z,2022-01-11T10:54:32.618Z,97.0,task
8069,212,END_OF_NR,Landing,6059.0,R100,2022-01-11T12:13:48.569Z,2022-01-11T12:13:57.098Z,112.0,task
8070,212,END_OF_NR,Conversion,5246.0,R100,2022-01-14T08:34:24.015Z,2022-01-14T08:34:29.426Z,99.0,task
8072,212,END_OF_NR,Landing,6058.0,R100,2022-01-17T11:47:59.233Z,2022-01-17T11:48:06.004Z,112.0,task
